PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-H2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DH2 - INF),LOG(DH2 - 1 bar)
10.03477,10.55423,1.05176601,1317.7,0.5808,0.622459336,3.01E+00,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,-2.33732,-2.68396
10.03477,10.55423,1.05176601,1467.28,0.58566,0.689131755,2.95E+00,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,-2.305,-2.4221
10.03477,10.55423,1.05176601,1572.98,0.59568,0.727286935,2.76E+00,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,-2.32154,-2.38929
7.62148,7.93604,1.041272824,1293.92,0.56012,0.548561803,2.84E+00,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,-2.23778,-2.53464
27.14804,27.41489,1.009829439,2545.35,0.80114,2.052452649,1.24E+00,50,40,5,5,0,0,0,-1.92749,-2.31993
32.86681,33.03455,1.005103629,2711.04,0.78798,1.950696624,1.79E+00,57.44680851,38.29787234,4.255319149,0,0,0,0,-1.91818,-2.4246
16.93791,17.2286,1.017162094,1127.87,0.64998,0.728111456,1.74E+00,58.62068966,10.34482759,3.448275862,0,0,27.5862069,0,-1.9269,-2.18942
19.33361,19.49918,1.008563843,2091.09,0.72138,1.317360458,1.79E+00,57.57575758,36.36363636,6.060606061,0,0,0,0,-1.9346,-2.16297
24.69608,24.82012,1.005022659,2023.28,0.77204,1.706037557,1.35E+00,60.60606061,30.3030303,0,6.060606061,3.03030303,0,0,-1.87476,-1.98032
11.7271,12.13815,1.035051291,1151.15,0.58086,0.641782486,2.04E+00,66.66666667,16.66666667,8.333333333,8.333333333,0,0,0,-2.22078,-2.75436
11.85435,12.28175,1.036054275,1214.17,0.58532,0.65540362,2.24E+00,66.66666667,16.66666667,8.333333333,8.333333333,0,0,0,-2.24088,-2.34077
18.35805,18.71848,1.019633349,1683.52,0.6895,1.101252985,1.98E+00,54.90196078,29.41176471,3.921568627,7.843137255,3.921568627,0,0,-2.0349,-2.1644
9.11511,9.87643,1.083522854,1713.67,0.62662,0.838797075,2.80E+00,57.14285714,33.33333333,9.523809524,0,0,0,0,-2.46657,-2.6424
11.06222,11.37486,1.028261958,1677.68,0.61804,0.825982829,2.83E+00,57.79816514,35.77981651,6.422018349,0,0,0,0,-2.37531,-2.51289
14.44901,15.66522,1.084172549,4062.67,0.80292,2.064757026,2.97E+00,56.66666667,33.33333333,6.666666667,3.333333333,0,0,0,-2.60388,-2.50468
41.05112,41.1773,1.003073729,2272.28,0.83222,2.471152761,1.08E+00,60.86956522,26.08695652,0,8.695652174,4.347826087,0,0,-1.65922,-1.61265
9.37583,11.01204,1.174513616,4872.89,0.793,1.907818447,3.19E+00,52.30769231,35.38461538,6.153846154,6.153846154,0,0,0,-2.67126,-2.66872
5.94566,7.11918,1.197374219,2019.34,0.61318,0.836942413,3.30E+00,57.89473684,36.84210526,5.263157895,0,0,0,0,-2.77832,-2.7701
14.43667,14.78901,1.024405905,1987.87,0.66862,1.054432711,2.18E+00,53.57142857,35.71428571,10.71428571,0,0,0,0,-2.19986,-2.31969
16.83791,17.15189,1.018647207,2411.8,0.71904,1.346519376,1.90E+00,56.66666667,33.33333333,10,0,0,0,0,-2.1235,-2.36187
15.00037,15.2073,1.013794993,2127.23,0.70194,1.202141433,2.22E+00,51.42857143,40,1.428571429,5.714285714,1.428571429,0,0,-2.35559,-2.67297
19.77262,22.16292,1.120889391,7094.57,0.90412,4.181172423,1.22E+00,56.25,25,12.5,6.25,0,0,0,-1.83259,-1.8424
9.18961,9.80273,1.066718827,1739.36,0.6184,0.783253771,2.35E+00,40,25,25,10,0,0,0,-2.25384,-2.34459
20.79435,21.19983,1.019499528,3846.24,0.83142,2.564797048,2.19E+00,59.57446809,36.17021277,4.255319149,0,0,0,0,-2.42678,-2.55171
16.15375,16.51788,1.022541515,1691.43,0.66724,0.971115697,2.34E+00,59.57446809,36.17021277,4.255319149,0,0,0,0,-2.14848,-2.5613
18.14826,18.49638,1.019182004,1732.61,0.68272,1.038273721,1.99E+00,57.89473684,31.57894737,5.263157895,5.263157895,0,0,0,-2.23257,-2.34532
7.26122,8.0558,1.109427892,1381.08,0.58616,0.759558954,3.78E+00,50.4587156,44.95412844,2.752293578,1.834862385,0,0,0,-3.16273,-3.24621
15.35482,15.85081,1.032301909,1728.24,0.66142,1.079007943,1.74E+00,48.93617021,48.93617021,2.127659574,0,0,0,0,-2.24195,-2.41135
35.71819,35.86719,1.004171544,2366.26,0.80666,2.385678711,7.76E-01,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,-1.61903,-1.93032
25.41555,25.64462,1.009012986,2270.49,0.7851,1.854143542,1.27E+00,56.41025641,35.8974359,5.128205128,0,0,0,2.564102564,-1.96149,-2.00969
32.79335,33.01596,1.006788267,2559.5,0.83286,2.503727664,9.78E-01,56.52173913,34.7826087,4.347826087,0,0,0,4.347826087,-1.84037,-2.09285
9.54557,9.60069,1.005774406,821.238,0.45824,0.483242992,2.71E+00,48.10810811,49.72972973,2.162162162,0,0,0,0,-2.57728,-2.68526
13.11194,13.17228,1.004601912,1032.13,0.51894,0.596965821,2.37E+00,50.24875622,47.76119403,1.990049751,0,0,0,0,-2.42433,-2.53602
10.59437,12.48955,1.178885578,8339.6,0.88504,4.004832732,1.25E+00,54.28571429,38.0952381,3.80952381,3.80952381,0,0,0,-2.09534,-2.15328
9.58065,10.43778,1.089464702,8105.77,0.83242,2.545354473,1.91E+00,54.28571429,38.0952381,3.80952381,3.80952381,0,0,0,-2.36177,-2.37176
24.61711,29.01327,1.178581483,8684.09,0.94858,9.873173981,5.45E-01,54.28571429,38.0952381,3.80952381,3.80952381,0,0,0,-1.71786,-1.74258
10.07551,12.06451,1.197409362,8233.61,0.8788,3.790414409,1.32E+00,52.13675214,41.02564103,3.418803419,3.418803419,0,0,0,-2.19752,-2.17264
9.7459,10.65907,1.093697863,8177.69,0.82438,2.450827665,2.00E+00,52.13675214,41.02564103,3.418803419,3.418803419,0,0,0,-2.39928,-2.41504
24.10888,28.27167,1.172666254,8780.71,0.94386,9.206683639,5.91E-01,52.13675214,41.02564103,3.418803419,3.418803419,0,0,0,-1.76633,-1.80545
8.66317,9.76361,1.127025096,7545.81,0.8085,2.222937081,2.17E+00,50.3875969,43.41085271,3.100775194,3.100775194,0,0,0,-2.53109,-2.5637
23.74486,28.52567,1.201340838,8254.16,0.94274,8.65677398,6.50E-01,50.3875969,43.41085271,3.100775194,3.100775194,0,0,0,-1.80227,-1.85426
26.74378,26.95282,1.007816397,2036.21,0.7663,1.655891022,1.37E+00,57.37704918,36.06557377,3.278688525,0,0,0,3.278688525,-1.90041,-2.00197
13.27242,13.43695,1.012396383,3165.78,0.74132,1.436741845,3.40E+00,60.6557377,32.78688525,3.278688525,0,0,0,3.278688525,-2.74991,-2.7345
21.96829,23.32506,1.061760383,3332.1,0.8293,2.190056673,2.22E+00,56.12903226,34.83870968,5.161290323,0,0,0,3.870967742,-2.33186,-2.3467
21.6188,27.24002,1.260015357,7704.41,0.93374,7.215808102,7.04E-01,56.12903226,34.83870968,5.161290323,0,0,0,3.870967742,-1.90175,-1.84118
46.90901,47.73559,1.017620922,7443.25,0.9449,8.678919475,6.36E-01,61.30653266,35.67839196,3.015075377,0,0,0,0,-1.80194,-1.81588
7.14934,8.65257,1.210261367,2880.78,0.69064,1.11407025,3.27E+00,56.38297872,38.29787234,4.255319149,0,1.063829787,0,0,-2.78242,-2.83625
13.62206,13.99386,1.027293963,1577.58,0.64524,0.806192252,2.71E+00,60,20,10,10,0,0,0,-2.24199,-2.50671
27.87325,28.05828,1.006638264,1853.12,0.76472,1.518597216,1.43E+00,57.89473684,26.31578947,10.52631579,5.263157895,0,0,0,-1.89415,-1.9416
16.60555,16.94837,1.020644905,1577.74,0.67286,0.911832025,2.77E+00,62.22222222,28.88888889,4.444444444,4.444444444,0,0,0,-2.16591,-2.35114
8.10818,8.32513,1.026756929,1665.12,0.61264,0.838889277,2.88E+00,56.98924731,38.70967742,4.301075269,0,0,0,0,-2.43941,-2.58337
25.93049,26.13967,1.008066951,2172.29,0.777,1.813649286,1.26E+00,55.55555556,35.55555556,8.888888889,0,0,0,0,-1.90799,-1.85605
20.59917,20.89927,1.014568548,2423.07,0.76136,1.656383525,1.48E+00,50.87719298,40.35087719,8.771929825,0,0,0,0,-1.90663,-1.94528
21.78847,22.30685,1.023791482,2764.14,0.80266,2.066724515,1.26E+00,49.15254237,38.98305085,8.474576271,3.389830508,0,0,0,-1.96992,-1.89853
13.19498,13.6119,1.031596865,2471.61,0.70722,1.190814553,2.79E+00,55.2,35.2,9.6,0,0,0,0,-2.39415,-2.60944
20.05131,20.15652,1.005247039,1723.84,0.71928,1.186484293,1.88E+00,55.67010309,22.68041237,2.06185567,12.37113402,6.18556701,0,1.030927835,-2.27537,-2.59548
24.96346,25.19248,1.009174209,1819.45,0.7466,1.392531139,1.61E+00,59.437751,24.89959839,0.803212851,9.638554217,4.819277108,0,0.401606426,-1.94799,-2.14738
24.17971,24.4998,1.013237959,1776.2,0.73812,1.335038335,1.69E+00,59.67741935,25.80645161,0,9.677419355,4.838709677,0,0,-2.08733,-2.2127
19.84175,19.95931,1.005924881,1672.28,0.71336,1.141239051,1.94E+00,55.38461538,21.53846154,3.076923077,12.30769231,6.153846154,0,1.538461538,-2.33345,-2.51365
21.00602,21.24724,1.011483375,1745.55,0.728,1.271351457,1.77E+00,58.18181818,25.45454545,0,10.90909091,5.454545455,0,0,-2.10884,-2.17634
24.55927,24.73322,1.007082865,1734.83,0.74674,1.378927017,1.63E+00,58.62068966,24.13793103,0,10.34482759,5.172413793,0,1.724137931,-2.03241,-2.04785
25.04365,25.10039,1.002265644,1656.93,0.73208,1.25928882,1.69E+00,55.95854922,19.68911917,1.03626943,12.43523316,6.21761658,0,4.663212435,-1.94071,-2.13388
22.67602,22.92273,1.010879775,1681.82,0.72268,1.190623682,1.89E+00,55.76923077,21.15384615,3.846153846,11.53846154,5.769230769,0,1.923076923,-2.01532,-2.25177
23.46285,23.75776,1.012569232,1502.8,0.66606,1.037311829,1.50E+00,56.75675676,37.83783784,2.702702703,2.702702703,0,0,0,-1.9939,-2.15115
13.70432,14.13053,1.031100412,1449.62,0.58206,0.723686992,2.58E+00,60.71428571,35.71428571,3.571428571,0,0,0,0,-2.23639,-2.45405
22.22368,22.39188,1.007568504,2032.25,0.72808,1.403305887,1.65E+00,56.25,37.5,6.25,0,0,0,0,-1.81545,-1.93323
21.36842,21.48313,1.005368202,1971.11,0.72196,1.34412666,1.62E+00,55.31914894,36.17021277,8.510638298,0,0,0,0,-1.93796,-2.16946
22.2217,22.36482,1.006440551,2117.3,0.74104,1.471993898,1.51E+00,54.34782609,34.7826087,10.86956522,0,0,0,0,-1.89048,-1.95246
23.17624,23.40945,1.010062461,2204.8,0.74792,1.537734026,1.61E+00,56.25,37.5,6.25,0,0,0,0,-2.01437,-2.21472
21.25085,21.50173,1.011805645,1997.7,0.73662,1.388515558,1.53E+00,53.33333333,33.33333333,13.33333333,0,0,0,0,-2.02712,-1.92833
10.72475,11.19018,1.043397748,1637.44,0.62296,0.810017294,2.74E+00,55.55555556,33.33333333,11.11111111,0,0,0,0,-2.31586,-2.3323
8.66416,9.32197,1.075923113,3886.71,0.75228,1.536475673,3.47E+00,55.48387097,34.19354839,7.741935484,2.580645161,0,0,0,-2.77198,-2.81362
5.56556,6.69598,1.20310984,4205.5,0.71242,1.210458174,3.52E+00,50,33.33333333,5.555555556,11.11111111,0,0,0,-2.694,-2.60775
15.82205,16.15914,1.021305077,1670.88,0.67106,0.9789308,2.02E+00,50,33.33333333,8.333333333,8.333333333,0,0,0,-2.15892,-2.3982
18.38514,18.68522,1.016321877,1903.9,0.69994,1.204477599,1.73E+00,53.57142857,35.71428571,3.571428571,3.571428571,3.571428571,0,0,-2.0898,-2.21646
25.36488,25.57848,1.008421092,1996.17,0.7575,1.566215238,1.42E+00,56.75675676,32.43243243,2.702702703,5.405405405,2.702702703,0,0,-1.98058,-2.22875
13.06993,13.36641,1.022684131,2031.07,0.71342,0.999569864,3.24E+00,37.5,25,6.25,25,0,0,6.25,-2.76441,-2.8732
30.47905,30.66932,1.006242649,2318.71,0.79876,2.003315618,1.17E+00,55,35,10,0,0,0,0,-1.89624,-2.00961
31.27516,31.45429,1.005727549,2326.3,0.79488,2.053072842,1.14E+00,57.14285714,38.0952381,4.761904762,0,0,0,0,-1.81331,-2.08742
7.29196,7.86216,1.078195711,1122.76,0.53858,0.522832291,3.96E+00,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,-2.89761,-2.87413
17.58343,18.30088,1.040802619,1754.43,0.66648,0.969201305,1.86E+00,39.13043478,39.13043478,8.695652174,13.04347826,0,0,0,-2.39242,-2.2623
22.5277,22.77767,1.011096117,1911.8,0.753,1.368605676,1.51E+00,41.17647059,29.41176471,11.76470588,17.64705882,0,0,0,-1.97488,-2.08682
22.43529,22.68169,1.010982697,1875.53,0.75368,1.369841602,1.44E+00,41.17647059,29.41176471,11.76470588,17.64705882,0,0,0,-2.04448,-2.09899
17.47752,18.54702,1.061192892,4319.88,0.82808,2.446256968,2.55E+00,55.55555556,35.18518519,7.407407407,1.851851852,0,0,0,-2.53783,-2.53374
18.13247,18.45428,1.01774772,1718.87,0.69856,1.093761009,2.08E+00,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,-2.10265,-2.20792
9.98996,10.41381,1.042427597,1932.08,0.64946,0.943225784,2.71E+00,57.57575758,36.36363636,3.03030303,3.03030303,0,0,0,-2.64435,-2.86742
8.64917,8.96949,1.037034767,1723.91,0.60598,0.786539605,3.04E+00,56.52173913,37.68115942,2.898550725,2.898550725,0,0,0,-2.7196,-3.18108
9.37472,9.86201,1.051979152,1803.62,0.63048,0.892395361,2.71E+00,55.55555556,38.88888889,2.777777778,2.777777778,0,0,0,-2.76175,-2.93073
41.06276,41.12135,1.00142684,3046.83,0.85698,3.021066881,7.95E-01,54.05405405,37.83783784,5.405405405,0,0,2.702702703,0,-1.57599,-1.43091
11.81734,12.27786,1.038969853,1787.77,0.63744,0.912816724,2.41E+00,57.89473684,36.84210526,5.263157895,0,0,0,0,-2.33602,-2.68032
28.43648,28.9663,1.018631701,5040.11,0.8932,3.784970295,1.57E+00,52.63157895,36.84210526,5.263157895,0,0,0,5.263157895,-2.29424,-2.10362
13.04485,14.36169,1.100947117,7492.97,0.89002,3.771494919,1.47E+00,52.63157895,36.84210526,5.263157895,0,0,0,5.263157895,-2.24065,-2.18788
33.82956,34.43728,1.017964171,7824.79,0.90692,5.363597653,1.06E+00,55.71428571,38.57142857,4.285714286,0,0,0,1.428571429,-2.14524,-2.03476
13.41731,13.74601,1.024498204,1863.71,0.68,1.078514251,2.29E+00,58.20895522,35.82089552,5.970149254,0,0,0,0,-2.24709,-2.44268
21.38819,21.50268,1.005352954,2268.39,0.75204,1.573927766,1.69E+00,58.7628866,37.11340206,4.12371134,0,0,0,0,-2.08454,-2.30595
17.50381,17.88585,1.021826105,1941.24,0.7227,1.235515559,1.96E+00,57,30,10,0,0,0,3,-2.06485,-2.14923
25.18439,25.57282,1.015423443,2013.22,0.7386,1.430710493,1.47E+00,51.42857143,40,2.857142857,5.714285714,0,0,0,-1.95569,-2.2513
21.04675,23.73238,1.127603074,5274.62,0.85516,2.758945538,1.98E+00,56.25,25,0,12.5,6.25,0,0,-2.28611,-2.2382
23.17778,23.39972,1.00957555,1878.3,0.72106,1.251427481,1.82E+00,56.25,25,0,12.5,6.25,0,0,-2.00236,-2.12739
23.17624,23.40945,1.010062461,2181.48,0.74792,1.537734026,1.60E+00,56.25,37.5,6.25,0,0,0,0,-2.03052,-2.13702
10.72475,11.19018,1.043397748,1637.44,0.62264,0.809601207,2.74E+00,55.55555556,33.33333333,11.11111111,0,0,0,0,-2.2738,-2.52004
21.00079,21.67796,1.032244977,2641.96,0.78104,1.697957338,2.02E+00,61.33333333,28,5.333333333,5.333333333,0,0,0,-2.69988,-2.86494
17.4324,17.68848,1.014689888,1430.65,0.70798,1.10934398,3.44E+00,56.89655172,25.86206897,6.896551724,10.34482759,0,0,0,-2.94904,-2.87941
18.96217,19.42127,1.024211364,2911.6,0.75694,1.41055672,3.03E+00,56.89655172,25.86206897,6.896551724,10.34482759,0,0,0,-2.79139,-2.834
20.6317,20.85645,1.010893431,2029.34,0.73738,1.333615473,3.11E+00,59.09090909,27.27272727,4.545454545,9.090909091,0,0,0,-2.66829,-2.73603
23.24997,23.52769,1.011944962,2339.99,0.7718,1.575761288,3.14E+00,59.09090909,27.27272727,4.545454545,9.090909091,0,0,0,-2.67442,-2.81506
31.96665,32.11305,1.004579773,3169.09,0.81006,2.102904909,2.04E+00,59.375,31.25,3.125,6.25,0,0,0,-2.39643,-2.38111
13.4128,17.51535,1.305868275,5112.7,0.87876,3.191116179,1.26E+00,51.72413793,27.5862069,6.896551724,13.79310345,0,0,0,-2.20372,-2.25849
8.17402,11.20903,1.371299556,4080.35,0.76234,1.490794247,3.05E+00,58.44155844,25.97402597,5.194805195,10.38961039,0,0,0,-2.5797,-2.6662
29.13679,29.31085,1.005973891,1687.77,0.76196,1.456885772,1.33E+00,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0,-1.87766,-1.93841
12.92396,13.22037,1.022934921,1160.49,0.56796,0.622931869,2.75E+00,53.65853659,31.70731707,9.756097561,4.87804878,0,0,0,-2.03845,-2.25479
18.55205,20.44724,1.102155287,3973.52,0.80844,2.2346239,2.35E+00,56.60377358,35.8490566,7.547169811,0,0,0,0,-2.56083,-2.50995
26.88194,27.08858,1.007686945,1633.33,0.73288,1.333115052,1.57E+00,58.66666667,30.66666667,5.333333333,5.333333333,0,0,0,-1.81679,-1.96772
25.81921,26.00679,1.007265133,1564.83,0.71978,1.253352,1.62E+00,59.25925926,30.86419753,4.938271605,4.938271605,0,0,0,-1.74093,-2.01208
16.51179,16.92872,1.025250442,2246.59,0.66264,1.014368071,2.36E+00,51.28205128,38.46153846,5.128205128,5.128205128,0,0,0,-2.18584,-2.24419
12.62515,13.13524,1.040402688,1769.33,0.6238,0.850628631,3.27E+00,51.28205128,38.46153846,5.128205128,5.128205128,0,0,0,-2.42291,-2.23842
13.33514,13.70776,1.027942714,1318.74,0.56928,0.655031481,2.48E+00,57.14285714,28.57142857,0,7.142857143,7.142857143,0,0,-2.28542,-2.41354
23.27554,23.57253,1.012759747,1489.85,0.67012,1.04244966,1.49E+00,56.36363636,37.27272727,3.636363636,2.727272727,0,0,0,-2.01945,-2.35045
23.16359,23.45655,1.012647435,1725.98,0.70162,1.214352349,1.46E+00,60.20408163,35.71428571,4.081632653,0,0,0,0,-2.00486,-2.0053
23.35047,23.64665,1.012684113,1502.38,0.66342,1.033172979,1.45E+00,56.75675676,37.83783784,2.702702703,2.702702703,0,0,0,-1.87393,-2.31092
23.33054,23.62181,1.012484495,1676.84,0.69462,1.190588009,1.53E+00,62.5,34.375,3.125,0,0,0,0,-1.99325,-2.28587
23.1796,23.46924,1.01249547,1462.3,0.65976,1.006752272,1.48E+00,58.33333333,36.11111111,2.777777778,2.777777778,0,0,0,-1.99256,-2.27607
15.8688,16.4034,1.033688748,1825.47,0.68936,1.065300168,2.09E+00,59.57446809,31.91489362,4.255319149,0,0,4.255319149,0,-2.40652,-2.53518
17.10287,17.25029,1.008619606,1954.03,0.7023,1.191902598,2.08E+00,59.57446809,36.17021277,4.255319149,0,0,0,0,-2.446,-2.81319
8.57866,10.56287,1.23129603,4905.99,0.74408,1.489002776,3.36E+00,59.57446809,36.17021277,4.255319149,0,0,0,0,-2.71887,-2.69784
20.19819,20.61325,1.020549366,2498.32,0.77006,1.698666761,1.55E+00,58.18181818,34.54545455,7.272727273,0,0,0,0,-2.14175,-2.52037
16.94731,17.28315,1.019816714,1692.3,0.66592,0.987731963,2.23E+00,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,-2.07633,-2.59129
23.83383,24.09671,1.0110297,2361.3,0.76826,1.732156707,1.48E+00,61.01694915,35.59322034,3.389830508,0,0,0,0,-2.28718,-2.46485
21.39542,21.5186,1.005757307,1949.54,0.72788,1.360452163,1.74E+00,58.18181818,34.54545455,7.272727273,0,0,0,0,-1.89984,-2.10779
29.1234,29.23226,1.003737888,2356.21,0.79738,1.967828868,1.35E+00,61.11111111,31.94444444,5.555555556,0,0,0,1.388888889,-2.17238,-2.13597
27.10992,27.16293,1.001955373,2440.57,0.78858,1.934923482,1.35E+00,58.2278481,36.70886076,2.53164557,2.53164557,0,0,0,-2.16425,-2.29478
24.12169,24.28935,1.006950591,2169.84,0.7553,1.496363597,1.62E+00,54.32098765,34.56790123,3.703703704,2.469135802,0,0,4.938271605,-2.14837,-2.45097
23.42248,23.47007,1.002031809,1909.99,0.73324,1.28436478,1.73E+00,55.84415584,32.46753247,2.597402597,2.597402597,0,0,6.493506494,-2.2265,-2.43893
25.49743,25.7192,1.008697739,2022.76,0.7552,1.480383739,1.65E+00,56.33802817,35.21126761,2.816901408,0,0,0,5.633802817,-2.20063,-2.29012
22.83805,23.04591,1.009101478,2074.96,0.72478,1.331540261,1.79E+00,51.68539326,41.57303371,2.247191011,0,0,0,4.494382022,-2.27274,-2.41416
20.42358,20.62353,1.009790154,2139.78,0.73616,1.441480956,1.79E+00,61.01694915,35.59322034,3.389830508,0,0,0,0,-2.27108,-2.33679
14.72116,14.86395,1.009699643,1822.28,0.65464,0.967019072,2.47E+00,59.45945946,35.13513514,5.405405405,0,0,0,0,-2.39641,-2.66591
23.31932,23.59518,1.011829676,2013.52,0.74246,1.44235327,1.65E+00,61.11111111,31.94444444,5.555555556,0,0,0,1.388888889,-2.11352,-2.1514
32.13152,32.29956,1.005229756,1750.75,0.76964,1.587393909,1.34E+00,64,24,0,8,4,0,0,-1.79354,-1.85931
18.34881,18.86524,1.028145149,2369.16,0.74762,1.458921606,1.95E+00,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,-2.28428,-2.18941
34.17201,34.32422,1.00445423,1717.4,0.77706,1.65364636,1.36E+00,65.38461538,23.07692308,0,7.692307692,3.846153846,0,0,-1.81014,-1.78453
20.88156,21.18049,1.014315501,2254.14,0.74812,1.557363399,1.60E+00,53.21100917,41.28440367,3.669724771,1.834862385,0,0,0,-2.03309,-2.28886
18.84547,19.1216,1.014652328,2228.95,0.73272,1.374126543,1.89E+00,52.42718447,39.80582524,3.883495146,1.941747573,0,0,1.941747573,-2.13037,-2.2583
10.52062,10.62648,1.010062145,1123.86,0.5242,0.552737855,3.52E+00,62.96296296,31.48148148,5.555555556,0,0,0,0,-2.32572,-2.66108
12.21245,12.68001,1.03828552,1742.77,0.65138,0.90607369,2.54E+00,60.52631579,35.52631579,3.947368421,0,0,0,0,-2.40884,-2.60607
11.40457,11.82847,1.03716931,1705.1,0.6277,0.841479567,3.22E+00,60.34482759,36.20689655,3.448275862,0,0,0,0,-2.61984,-2.68652
19.60464,19.70589,1.005164594,2123.17,0.73638,1.358431673,1.82E+00,51.54639175,38.1443299,4.12371134,2.06185567,0,0,4.12371134,-2.16151,-2.10726
29.43939,29.73503,1.010042328,2567,0.80038,2.127216238,1.14E+00,55.88235294,38.23529412,2.941176471,2.941176471,0,0,0,-1.88956,-2.09236
11.36258,11.81761,1.040046363,1574.15,0.59898,0.77102497,2.80E+00,57.89473684,36.84210526,5.263157895,0,0,0,0,-2.18258,-2.44133
11.50736,11.99864,1.042692677,1702.32,0.6378,0.890550779,2.41E+00,56.89655172,36.20689655,5.172413793,1.724137931,0,0,0,-2.34893,-2.49497
25.36984,25.71565,1.013630752,3327.9,0.79666,2.21892321,1.44E+00,47.05882353,47.05882353,2.941176471,2.941176471,0,0,0,-2.10662,-2.21762
12.51715,12.95632,1.035085463,1578.42,0.6236,0.84665452,2.54E+00,59.45945946,35.13513514,5.405405405,0,0,0,0,-2.20606,-2.32572
25.57106,25.87294,1.011805533,2183.85,0.76022,1.651894457,1.37E+00,50,39.28571429,7.142857143,3.571428571,0,0,0,-1.89355,-1.95096
28.48568,28.5332,1.001668207,2378.89,0.75756,1.648267009,1.76E+00,57.14285714,38.0952381,4.761904762,0,0,0,0,-2.0295,-1.96324
35.14301,35.24752,1.002973849,2634.34,0.79244,2.012459145,1.44E+00,57.69230769,38.46153846,3.846153846,0,0,0,0,-2.02126,-1.96271
6.17782,6.89431,1.115977804,1125.79,0.53052,0.58437417,4.37E+00,58.33333333,36.11111111,5.555555556,0,0,0,0,-2.59208,-2.69685
11.92018,12.54213,1.052176226,1891.3,0.64064,0.935682081,2.98E+00,56.89655172,37.93103448,5.172413793,0,0,0,0,-2.40884,-2.60606
9.49048,9.80036,1.032651668,1374.21,0.57654,0.703548862,2.81E+00,55.93220339,37.28813559,6.779661017,0,0,0,0,-2.29596,-2.50017
16.34537,16.54654,1.012307461,1844.09,0.66456,1.025933948,2.18E+00,62.74509804,33.33333333,3.921568627,0,0,0,0,-2.23092,-2.41057
16.91517,17.24318,1.019391469,1955.52,0.68536,1.129402769,2.05E+00,62.74509804,33.33333333,3.921568627,0,0,0,0,-2.34942,-2.54811
16.14146,16.26743,1.007804127,1843,0.66098,1.013432605,2.20E+00,62.74509804,33.33333333,3.921568627,0,0,0,0,-2.35254,-2.3714
30.53322,30.65329,1.003932438,2647.85,0.81772,2.307004353,1.57E+00,60.86956522,34.7826087,4.347826087,0,0,0,0,-2.11957,-2.38274
33.05829,33.14216,1.002537034,2003.78,0.75066,1.499559517,2.25E+00,60.78431373,35.29411765,3.921568627,0,0,0,0,-2.22848,-2.31528
33.79748,33.88417,1.002564984,2117.77,0.75758,1.609646234,2.05E+00,60.78431373,35.29411765,3.921568627,0,0,0,0,-2.1647,-2.292
13.04774,13.2515,1.015616498,4253.42,0.78956,1.988690888,2.26E+00,59.42028986,34.7826087,5.797101449,0,0,0,0,-2.02861,-2.0049
18.22884,18.48675,1.014148459,2770.7,0.76492,1.755204784,1.78E+00,57.89473684,38.59649123,3.50877193,0,0,0,0,-2.18991,-2.37195
30.6573,30.83079,1.005659011,1379.95,0.71734,1.226033602,1.30E+00,60.71428571,28.57142857,0,7.142857143,3.571428571,0,0,-1.87878,-1.8667
37.29832,37.44618,1.003964254,1488.57,0.75364,1.516375219,1.11E+00,62.85714286,28.57142857,0,5.714285714,2.857142857,0,0,-1.7623,-1.93648
